EXPERIMENT_ID,ALGORITHM,K,DATASET_ID,DATASET_FILENAME,EXTENSION,NUM_CHUNKS,INTERARRIVAL_TIME,MAX_ITERATIONS,SENS,THRESHOLD,MODEL_ID,MODEL_FILENAME,MODEL_LABELS_FILENAME,record_test_id,record_test_filename,
1,KMEANS,3,kmeanstest01,clusteringc0r10a5k20,npy,2,1,3,0.00000000001,1.4,knnmodel01,classificationc0r10a5k20model,classificationc0r10a5k20modellabels,knndata01,classificationc0r10a5k20data,
